id,name,price,name_hash,price_hash
0,Банка-дозатор 120 мл,100.0,e6ac9b9ecb59fe82742f7639a447f4ed,62dca49f0781bf26b4305bddb0414bea
1,Банка-спрей 120 мл,100.0,f475893c6657f3275f23ccc43ccc991f,62dca49f0781bf26b4305bddb0414bea
2,Контейнер для крема 15мл 2шт.,80.0,af50bb5f87e5fe09f9fed232907ebc87,8ee5d21b272d43a875504f3e5845e141
3,Косметический флакон 100мл MG-7262,150.0,f94de80d9ec73af3381784221acfec30,e77f848ebbae19a99eee74e4d5246ce5
4,Косметический флакон 30мл MG-7260,50.0,60e47e47991ac66fbf35c0eef7350fdc,88bce6f1bd04b8521f1167b5a6dec118
5,Мерная ложка 3 шт.,30.0,a77da1ebea49f606131eeb94f756d5ad,5ba1de412e01037f8843d097dcfaf28a
6,"Мерная чаша с ложкой, 5-25 мл",50.0,a6cec3a6a6d909eb8b99355038090f63,88bce6f1bd04b8521f1167b5a6dec118
7,яяяБанка-дозатор 50 мл,50.0,0abf0bf91c339605a3d2f52a1bb286b3,88bce6f1bd04b8521f1167b5a6dec118
8,яяяКонтейнер для крема 30мл 2шт.,100.0,18c002a7c52087993669286f578a9bea,62dca49f0781bf26b4305bddb0414bea
9,Кисть + ложка,200.0,4ea92a2e12d947595403e997079618d2,bcddc23e127b38859d98f371d3817273
10,Кисть №14 деревянная ручка (15 см),100.0,fd6e654fdb01f1ab0d636ce665559d8a,62dca49f0781bf26b4305bddb0414bea
11,Кисть №400 пластик большая,100.0,0df764fd8fd73b3beea30b0852d3ee21,62dca49f0781bf26b4305bddb0414bea
12,Кисть для масок №17,100.0,48df2369f72cbbcb6bddc4c911a65129,62dca49f0781bf26b4305bddb0414bea
13,Кисть для масок прозрачная ручка (15см),100.0,01eb2051e970b3ae1b8d643606c995f9,62dca49f0781bf26b4305bddb0414bea
14,Кисть для пилинга веерная прозрачная ручка  (18 см),220.0,8673834e65e57b9dffd251775786f8aa,2d22f62e9e38119403851fbf17cb26b1
15,Кисть для пилинга веерная Цветной ворс ч/р №811,120.0,b7b61d6d394b7054a0dc4f3d325120d9,e7878d629de5cac1cabb3ab4b8fd9a42
16,Кисть для пилинга малая (18 см),170.0,7bfc0d46c02fcf3860a9124bd2cc6056,a0c4b1cdc3496504a5c6bd1d70a8c092
17,Кисть прозрачная ручка,220.0,a72ca6acb6b5bf463b2220575e5379bd,2d22f62e9e38119403851fbf17cb26b1
18,яяяКисти набор*НЕ ДЛЯ ПРОДАЖИ,0.0,8350f687f699611636292869f23f33b7,30565a8911a6bb487e3745c0ea3c8224
19,яяяКисть для пилинга веерная (15 см),120.0,028198ccb0cf2773d9926d05122b6be6,e7878d629de5cac1cabb3ab4b8fd9a42
20,Маска Марлевая одноразовая с воротом (100 шт),800.0,bc72715835d092ca6c9b75e1a7d785bb,9265bef4e6120ca390b3943df5d7879a
21,Маска Таблетированная 10 шт (Белая ),110.0,d08dbe00dfdfe7b0f899ab9539ad37d0,169f2181865a3d628f2d0b1e083d4a3a
22,Маска Таблетированная 50 шт (Белая ),300.0,5104172aa2c41bc95dcc837e02c27e68,154885749893f45ca4a0c26389428ced
23,"Миска для умывания белая №728, 24см",150.0,c6ed0ea1b3b9073d474e1924983de20f,e77f848ebbae19a99eee74e4d5246ce5
24,"Миска для умывания голубая №728, 24см",150.0,b41ef9fe1d084704f74ab982b584c855,e77f848ebbae19a99eee74e4d5246ce5
25,Миска для умывания прозрачная 1л №623,150.0,48d2b9d7954bad41bc8ab78fc973e3d8,e77f848ebbae19a99eee74e4d5246ce5
26,Миска для умывания прозрачная коричневая №823,300.0,ce236fbf08171cebae9884816a79dee4,154885749893f45ca4a0c26389428ced
27,Миска пластиковая (хрусталь) большая цветная 8см,170.0,554fd08acd01d6de57dc9473fd783478,a0c4b1cdc3496504a5c6bd1d70a8c092
28,Миска пластиковая №1 зелёная,80.0,184ff11c162acb3d349108748be79e3b,8ee5d21b272d43a875504f3e5845e141
29,Миска пластиковая №3 9см,100.0,424604e133bd24f444f913588f53dacc,62dca49f0781bf26b4305bddb0414bea
30,Миска пластиковая №5 12см,120.0,dcf7b02a9dba3abe89daa8e572275311,e7878d629de5cac1cabb3ab4b8fd9a42
31,"Миска пластиковая белая с ручкой 8,5 см",120.0,88051f12a2ae32d73ed6061e32e1d303,e7878d629de5cac1cabb3ab4b8fd9a42
32,Миска пластиковая для масок №803 10см,80.0,be777be2b36c98d5499ef86d69bed63d,8ee5d21b272d43a875504f3e5845e141
33,"Миска пластиковая желтая с ручкой 8,5 см",120.0,8bf2f399c8696e62a22c5d3a548cb78e,e7878d629de5cac1cabb3ab4b8fd9a42
34,Миска пластиковая синяя 8 см,80.0,294111e36cb44c3f1c61b0425717cea8,8ee5d21b272d43a875504f3e5845e141
35,Миска под альгинатные маски 500 мл в ассортименте,200.0,389881e7945f00d0e2a066ec789d8d5c,bcddc23e127b38859d98f371d3817273
36,Миска под альгинатные маски L 13 см,170.0,4982ebadfaab02aa184a2cd7a6339a4b,a0c4b1cdc3496504a5c6bd1d70a8c092
37,Миска под альгинатные маски с цветком 300 мл в ассортименте,150.0,02c6e64f8545bc9c0aa08f4547299c30,e77f848ebbae19a99eee74e4d5246ce5
38,"Миска стеклянная №3 12,5 см",170.0,04b0e7f748d9d458a25ad2577202019a,a0c4b1cdc3496504a5c6bd1d70a8c092
39,Набор MG-7270 Бирюзовый (Миска+шпатель+прес.маски),250.0,d6f28b0daf39e978c4c2bc6ffd87ca14,8c8fa24c990eb4258cc69639bd3ae6e4
40,"Набор MG-7271 Розовый (Миска 8,5см+шпатель+мерные ложки+прес.маски)",250.0,8112fb9c1c6cff01b64fdbb1f447df81,8c8fa24c990eb4258cc69639bd3ae6e4
41,Набор MG-8070 Розовый (Миска 10см+шпатель+мерные ложки+прес.маски),250.0,7823c537edf2330cb4bd18ca0f3766aa,8c8fa24c990eb4258cc69639bd3ae6e4
42,яяяМиска пластиковая (хрусталь) малая прозрачная 6см,120.0,82e78f209c7649840bf0feb9b92284cd,e7878d629de5cac1cabb3ab4b8fd9a42
43,яяяМиска под альгинатные маски 300 мл,170.0,582b8099ba5f22bc09020db7894dafc6,a0c4b1cdc3496504a5c6bd1d70a8c092
44,яяяНабор 4 в 1 малый розовый,250.0,7f08aea48077061bed43b5a4caa8115b,8c8fa24c990eb4258cc69639bd3ae6e4
45,Ножницы MR-7751,100.0,cf019a739a48c15a51f2516b57508295,62dca49f0781bf26b4305bddb0414bea
46,Ножницы MR-7754,100.0,828a54efd016a563e54da43e2cf01f8c,62dca49f0781bf26b4305bddb0414bea
47,Ножницы К-017,100.0,9506bd35ee4b9e5683a676df5af20e98,62dca49f0781bf26b4305bddb0414bea
48,Ножницы косметические А-12,100.0,cdec46e045774f99cf586e139b041532,62dca49f0781bf26b4305bddb0414bea
49,Ножницы косметические А-4,100.0,109cf438ad60e053df88592dae6fc616,62dca49f0781bf26b4305bddb0414bea
50,Ножницы косметологические выгнутые 1364 MERTZ,290.0,bff15c82415c142b550b65fdebdb6c8d,86fd5e60524e206ca0afcb3d074e11a4
51,Ножницы косметологические прямые 1321MP MERTZ,260.0,9169f60f18bf6cb54f8f27db099c4154,a2eb52bb7370640fb494ac5edd80356a
52,Ножницы косметологические прямые 1365 MERTZ,230.0,d44e0be55f7a7cbdcbc06026e4a14d5e,49afb719e0cd46f74578ebf335290f81
53,яяяНожницы косметические А-3,100.0,93e0a91f7a8e1c19e04f686dfab885d2,62dca49f0781bf26b4305bddb0414bea
54,Зеркало двустороннее,320.0,522c177f32e7ee80f5efc99c96a90a30,4a29657a3b3dff12cde60ae7f8260228
55,Зеркало на ручке белое диаметр 12 см,320.0,f9df96b3f1f63c1c70aed104ba5fbe28,4a29657a3b3dff12cde60ae7f8260228
56,Зеркало на ручке металлическое квадрат 13 см,420.0,e39d63dedaacf33a1a6725e2a4a786f5,c635b0f78c82dc9b16830e502b1fb21d
57,Зеркало на ручке металлическое круг 12 см,420.0,1f4d97f5147fd11c5c1e313b5deaab49,c635b0f78c82dc9b16830e502b1fb21d
58,Зеркало на ручке розовое диаметр 12 см,320.0,890b35b278103565177559e38d6c700c,4a29657a3b3dff12cde60ae7f8260228
59,Органайзер акриловый Niko,330.0,7a680dcbae6e27a7b8e7ccd0f1176581,f426b0827b0d03dca0d3540ccb4cab62
60,яяяЗеркало двустороннее,320.0,457066d3c3b9bc3e41360183a112498d,4a29657a3b3dff12cde60ae7f8260228
61,яяяОрганайзер акриловый Elen (12 квадратных ячеек),500.0,426c6e2caf496bff32e4bc34d1a45020,02541b7cbb840b5f6bd8eff3c9f56f61
62,"яяяОрганайзер акриловый для пигментов, лаков, губных помад",500.0,84e9e954f6307e3220e9284e0edfc00c,02541b7cbb840b5f6bd8eff3c9f56f61
63,"Игла Видаля PC-177 Metzger, (копье тонкое, изогнутое)",390.0,ff878d4cd32ceda24378e3a94aeefb34,5d4706d92136dd4c52901b0e2c492546
64,Ложка Уно PC-176 (1/17) 17 отверстий Metzger,460.0,30534ee54942004eab1bb646396885f3,028ba9ab389e5499bd04454f298c0a8c
65,Ложка Уно РС-176 (1/13) 13 отверстий Metzger,460.0,5a3f9bec283202b254daf2c8e7fb1a00,028ba9ab389e5499bd04454f298c0a8c
66,Петля 4 шт+ пинцет,500.0,64deb83e4aa9bac1b60d483a411a08ab,02541b7cbb840b5f6bd8eff3c9f56f61
67,Петля косметолога К-225  (петля+копье),150.0,e39b4d2b2e020c63f2defab1bc39e56f,e77f848ebbae19a99eee74e4d5246ce5
68,Петля косметологическая (игла видаля + петля) 283 MERTZ,150.0,3c9b13925412403ee40c912c72d76d05,e77f848ebbae19a99eee74e4d5246ce5
69,Петля косметологическая (копье + уно) 287 MERTZ,280.0,75b7dfc201eb0e3d048b30e1a63f8302,78ff9288974624d0de8f5c0bfef555ad
70,Петля косметологическая (петля двусторонняя) 285 MERTZ,210.0,ea5f8c93d5b577730e1ddcf29958c314,bb1196db95c60b1180fcb2d24c8970eb
71,Петля косметологическая (петля+ уно) 269-2 MERTZ,320.0,a73caa4a429c5edd28c296f615d0efdf,4a29657a3b3dff12cde60ae7f8260228
72,Петля косметологическая PC-888 Metzger (двухсторонняя),330.0,30786e6bcce9e7f17f91325ede8638cc,f426b0827b0d03dca0d3540ccb4cab62
73,"Петля косметологическая РС-150 (2) Metzger (петля тонкая, двухсторонняя)",420.0,23dc4b816eb7a0e07f7a03bea95a4cf3,c635b0f78c82dc9b16830e502b1fb21d
74,"Петля косметологическая РС-150(3) Metzger (петля тонкая, односторонняя)",420.0,4257a7c0aac5ec12429bdfb020265627,c635b0f78c82dc9b16830e502b1fb21d
75,Петля косметологическая РС-890 Metzger (петля двухстороняя),470.0,b1e39c8995f5ceb6682ea28635290b46,86e6ff10da23146ffee40df8496c8f86
76,Петля набор 4 шт,450.0,21164dc89ed86e2976f0a58d023c5ca4,1fe1fe129fd29dbb254dc06485a3a308
77,Набор пинцетов 3 шт в чехле,300.0,e54422b3be1c48b7a36ff600cd8bbc8b,154885749893f45ca4a0c26389428ced
78,"Пинцет косметический PT-360-D/R скошенный (красный),  Metzger",380.0,7652c9794c75a26eeb5660cae338a443,66f35237fe680ac802f2eea8db13c6e8
79,"Пинцет косметический PT-363(2)-D скошенный, Metzger",250.0,1e4a06223232373e14ec49c6c68606a9,8c8fa24c990eb4258cc69639bd3ae6e4
80,"Пинцет косметический PT-369-D скошенный,  Metzger",220.0,07a925915eeff9fdaf45d275da3857f3,2d22f62e9e38119403851fbf17cb26b1
81,Пинцет косметический диагональный 249 MERTZ,130.0,35db5ac5914c28f661de8c0bd672f1b5,37186364d9b3dcf8bb02ae0cb7fd30f9
82,Пинцет косметологический PT-379-D (прямой) Metzger,190.0,77d6044ce86dca7ca1bc3fc6690775ec,130e210cc9587fdfd9f2aad3c1139058
83,яяяПинцет косметический TW- 036,120.0,093b5d570e83d3b1cbc0c0a47b24515b,e7878d629de5cac1cabb3ab4b8fd9a42
84,Спонж 4 шт,400.0,27dd9468873d6809c7515d48c1d650e2,a47012805836ae3e4093b0baf086b6bb
85,Спонж натуральная целлюлоза 20 шт круглые черные,300.0,bd3ca219320c6e7d19cd973a87c06cc4,154885749893f45ca4a0c26389428ced
86,Спонжи искусственные прессованные 12 шт,250.0,79ee2249216b492202f1616f3eab0893,8c8fa24c990eb4258cc69639bd3ae6e4
87,Щеточка для умывания + шпатель пудра,250.0,ae4bad053640ad5aed82efba7c839a51,8c8fa24c990eb4258cc69639bd3ae6e4
88,яяяСпонж натуральная целлюлоза 10 шт (Квадратные),250.0,9d8664bb0d0c858b279807513b17d409,8c8fa24c990eb4258cc69639bd3ae6e4
89,яяяСпонж натуральная целлюлоза 10 шт (Овальные),250.0,4972c9c37cc43a27b08df5218b897cb0,8c8fa24c990eb4258cc69639bd3ae6e4
90,яяяСпонж натуральный целлюлоза прямоугольные 10 шт,140.0,02f71d0c2625ff40be943539f9b56250,ac9b657f0751dd78c0711f2154b0a531
91,"Тейпы BBTape  ICE/Silk (5см*5м) голубой, BBalance - (Южная Корея)",860.0,e0e878ac59f23bc3fbf59efb4e05e491,09f8af12aab08a04e0d4ad483dc226d5
92,"Тейпы BBTape (5см*5м) котята розовые, BBalance - (Южная Корея)",790.0,cecf1140f94fdd70cd33e748ec78fb04,5671b23d28c72a47ca94d40c2f13822a
93,"Тейпы BBTape (5см*5м) розовый, BBalance - (Южная Корея)",650.0,b0d073ea6e6a0d233ba3c741d5bf10b2,dfe3e0570fc8ef2513c04247034e6c23
94,"Тейпы BBTape (5см*5м) черный, BBalance - (Южная Корея)",650.0,e16e18dc58319317ffd9ab9458c682c6,dfe3e0570fc8ef2513c04247034e6c23
95,"Тейпы BBTape ICE/Silk (5см*5м) бежевый, BBalance - (Южная Корея)",860.0,83e98e010106da52b870d9039cced5b7,09f8af12aab08a04e0d4ad483dc226d5
96,"Тейпы BBTape Silk (5см*5м) розовый, BBalance - (Южная Корея)",860.0,345c654ae5899bbfd763904db8effad3,09f8af12aab08a04e0d4ad483dc226d5
97,"Тейпы для детей BBTape SMILE (5см*5м) бежевый, BBalance - (Южная Корея)",650.0,24e9e494f0ae87cc6338b03c3a13314e,dfe3e0570fc8ef2513c04247034e6c23
98,"Тейпы для лица BB Face Lymph Tape (5см*5 м) бежевый, BBalance - (Южная Корея)",790.0,8acd687553a87c2540fa60b553e80436,5671b23d28c72a47ca94d40c2f13822a
